[6, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '91178', 'from'], 'E9']
[23487, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23489, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23491, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23493, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23497, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23498, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23499, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23501, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23507, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23508, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23509, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23510, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23511, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23515, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23516, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23517, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23519, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23522, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23523, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23525, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23528, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23529, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23531, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23533, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23535, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23538, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23539, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23604, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23607, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23608, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23610, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23613, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23614, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23616, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23618, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23621, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23622, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23626, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23627, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23628, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23633, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23634, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23635, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23636, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23638, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23640, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23643, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23644, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23645, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23648, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23649, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23653, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23654, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23655, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23659, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23660, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23661, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23664, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23665, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23667, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23670, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23671, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23673, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23676, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23677, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23679, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23682, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23683, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23707, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23784, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23786, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23789, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23790, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23792, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23794, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23797, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23798, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23802, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23803, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23804, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23809, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23810, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23811, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23813, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23815, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23818, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23819, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23822, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23823, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23828, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23829, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23830, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23831, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23836, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23837, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23838, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23839, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23842, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23843, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23849, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23850, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23851, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23856, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23864, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23870, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23878, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23882, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23887, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23898, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23953, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23955, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23957, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23958, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23960, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23962, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23965, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23966, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23968, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23970, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23972, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23974, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23976, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23979, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23980, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23983, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23984, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23986, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23988, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23989, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23991, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23995, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[23999, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24018, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24022, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24064, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24067, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24069, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24072, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24073, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24075, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24078, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24079, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24081, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24083, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24085, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24087, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24089, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24092, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24093, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24097, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24098, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24102, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24107, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24132, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24170, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24171, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24173, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24175, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24177, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24179, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24182, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24183, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24184, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24186, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24188, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24191, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24192, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24194, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24196, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24199, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24200, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24203, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24204, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24206, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24208, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24210, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24216, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
[24230, ['INFO', 'dfs.DataNode$PacketResponder', 'Received', 'block', 'of', 'size', '67108864', 'from'], 'E9']
